,name,description,short_name,id
1051,Generación medida Fuel,<p>Medidas de la generación según el tipo de producción utilizado.</p><p>En concreto este indicador se refiere a las medidas de generación del tipo de producción Fuel.</p><p>Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Fuel,1157
1052,Generación medida Gas Natural,<p>Medidas de la generación según el tipo de producción utilizado.</p><p>En concreto este indicador se refiere a las medidas de generación del tipo de producción Gas Natural.</p><p>Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Gas Natural,1158
1053,Generación medida Eólica terrestre,"<p>Medidas de la generaci&oacute;n seg&uacute;n el tipo de producci&oacute;n utilizado.</p>

<p>En concreto este indicador se refiere a las medidas de generaci&oacute;n del tipo de producci&oacute;n E&oacute;lica terrestre.</p>

<p>Este indicador se puede desglosar por provincias.</p>

<p><b>Publicaci&oacute;n:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>
",Eólica terrestre,1159
1054,Generación medida Eólica marina,<p>Medidas de la generación según el tipo de producción utilizado.</p><p>En concreto este indicador se refiere a las medidas de generación del tipo de producción Eólica marina.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Eólica marina,1160
1055,Generación medida Solar fotovoltaica,<p>Medidas de la generación según el tipo de producción utilizado.</p><p>En concreto este indicador se refiere a las medidas de generación del tipo de producción Solar fotovoltaica.</p><p>Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Solar fotovoltaica,1161
1056,Generación medida Solar térmica,<p>Medidas de la generación según el tipo de producción utilizado.</p><p>En concreto este indicador se refiere a las medidas de generación del tipo de producción Solar térmica.</p><p>Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Solar térmica,1162
1057,Generación medida Océano y geotérmica,"<p>Medidas de la generaci&oacute;n seg&uacute;n el tipo de producci&oacute;n utilizado.</p>

<p>En concreto este indicador se refiere a las medidas de generaci&oacute;n del tipo de producci&oacute;n Oc&eacute;ano&nbsp;y geot&eacute;rmica.</p>

<p>Este indicador se puede desglosar por provincias.</p>

<p><b>Publicaci&oacute;n:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>
",Océano y geotérmica,1163
1058,Generación medida Gas Natural Cogeneración,<p>Medidas de la generación según el tipo de producción utilizado.</p><p>En concreto este indicador se refiere a las medidas de generación del tipo de producción Gas Natural Cogeneración.</p><p>Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Gas Natural Cogeneración,1164
1059,Generación medida Derivados del petróleo ó carbón,<p>Medidas de la generación según el tipo de producción utilizado.</p><p>En concreto este indicador se refiere a las medidas de generación del tipo de producción Derivados del petróleo ó carbón.</p><p>Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Derivados del petróleo ó carbón,1165
1060,Generación medida Subproductos minería,<p>Medidas de la generación según el tipo de producción utilizado.</p><p>En concreto este indicador se refiere a las medidas de generación del tipo de producción Subproductos minería.</p><p>Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Subproductos minería,1166
1061,Generación medida Energía residual,<p>Medidas de la generación según el tipo de producción utilizado.</p><p>En concreto este indicador se refiere a las medidas de generación del tipo de producción Energía residual.</p><p>Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Energía residual,1167
1062,Generación medida Biomasa,<p>Medidas de la generación según el tipo de producción utilizado.</p><p>En concreto este indicador se refiere a las medidas de generación del tipo de producción Biomasa.</p><p>Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Biomasa,1168
1063,Generación medida Biogás,"<p>Medidas de la generaci&oacute;n seg&uacute;n el tipo de producci&oacute;n utilizado.</p>

<p>En concreto este indicador se refiere a las medidas de generaci&oacute;n del tipo de producci&oacute;n Biog&aacute;s.</p>

<p>Este indicador se puede desglosar por provincias.</p>

<p><b>Publicaci&oacute;n:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>
",Biogás,1169
1064,Generación medida Residuos domésticos y similares,<p>Medidas de la generación según el tipo de producción utilizado.</p><p>En concreto este indicador se refiere a las medidas de generación del tipo de producción Residuos domésticos y similares.</p><p>Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Residuos domésticos y similares,1170
1065,Generación medida Residuos varios,<p>Medidas de la generación según el tipo de producción utilizado.</p><p>En concreto este indicador se refiere a las medidas de generación del tipo de producción Residuos varios.</p><p>Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Residuos varios,1171
1066,Generación medida Consumo bombeo,<p>Medidas de la generación en el consumo de bombeo.</p><p>Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Consumo bombeo,1172
1067,Generación medida Enlace Baleares,"<p>Medidas de la generaci&oacute;n en el enlace con Baleares.</p>

<p>Este indicador se puede desglosar por provincias.</p>

<p><b>Publicaci&oacute;n:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>
",Enlace Baleares,1173
1068,Generación medida Importación Francia,<p>Medidas de la generación en las interconexiones internacionales.</p><p>En concreto este indicador se refiere a las medidas de generación en la interconexión con Francia en el sentido FR->ES. Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Importación Francia,1174
1069,Generación medida Importación Portugal,<p>Medidas de la generación en las interconexiones internacionales.</p><p>En concreto este indicador se refiere a las medidas de generación en la interconexión con Portugal en el sentido PT->ES. Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Importación Portugal,1175
1070,Generación medida Importación Marruecos,<p>Medidas de la generación en las interconexiones internacionales.</p><p>En concreto este indicador se refiere a las medidas de generación en la interconexión con Marruecos en el sentido MA->ES. Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Importación Marruecos,1176
1071,Generación medida Importación Andorra,<p>Medidas de la generación en las interconexiones internacionales.</p><p>En concreto este indicador se refiere a las medidas de generación en la interconexión con Andorra en el sentido AD->ES. Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Importación Andorra,1177
1072,Generación medida Exportación Francia,<p>Medidas de la generación en las interconexiones internacionales.</p><p>En concreto este indicador se refiere a las medidas de generación en la interconexión con Francia en el sentido ES->FR. Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Exportación Francia,1178
1073,Generación medida Exportación Portugal,<p>Medidas de la generación en las interconexiones internacionales.</p><p>En concreto este indicador se refiere a las medidas de generación en la interconexión con Portugal en el sentido ES->PT. Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Exportación Portugal,1179
1074,Generación medida Exportación Marruecos,<p>Medidas de la generación en las interconexiones internacionales.</p><p>En concreto este indicador se refiere a las medidas de generación en la interconexión con Marruecos en el sentido ES->MA. Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Exportación Marruecos,1180
1075,Generación medida Exportación Andorra,<p>Medidas de la generación en las interconexiones internacionales.</p><p>En concreto este indicador se refiere a las medidas de generación en la interconexión con Andorra en el sentido ES->AD. Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,Exportación Andorra,1181
1076,Generación medida red de transporte,<p>Total de generación medida en la red de transporte.</p><p>Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,red de transporte,1182
1077,Generación medida red de distribución,<p>Total de generación medida en la red de distribución.</p><p>Este indicador se puede desglosar por provincias.</p><p><b>Publicación:</b> diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>,red de distribución,1183
1078,Nº Puntos Frontera Distribución - Distribución,"<p>Los puntos frontera del sistema de medidas son los lugares del sistema eléctrico donde es necesario instalar equipos para poder medir la transacción de energía realizada en los mismos. Los puntos fronteras se pueden clasificar, por tanto, por las actividades a ambos lados de los mismos.</p><p>En concreto este indicador se refiere al número de puntos frontera cuando las actividades a ambos lados son distribuidores. Este indicador se puede detallar geográficamente a nivel de provincia.</p><p><b>Publicación:</b> diariamente a sobre las 03:20 horas con la información del día D-1.</p>",Distribución - Distribución,1184
1079,Nº Puntos Frontera Distribución - Transporte,"<p>Los puntos frontera del sistema de medidas son los lugares del sistema eléctrico donde es necesario instalar equipos para poder medir la transacción de energía realizada en los mismos. Los puntos fronteras se pueden clasificar, por tanto, por las actividades a ambos lados de los mismos.</p><p>En concreto este indicador se refiere al número de puntos frontera cuando las actividades a cada lado son distribución y transporte. Este indicador se puede detallar geográficamente a nivel de provincia.</p><p><b>Publicación:</b> diariamente a sobre las 03:20 horas con la información del día D-1.</p>",Distribución - Transporte,1185
